speaker,text,split
Phoebe Buffay,"Okay, a meat eater. Fine, that's one for you.",train
Rachel Green,"Oh, I win! He's got Barney's on his speed dial.",train
Phoebe Buffay,"So you don't know that's Barney's the store! That can be y'know his friend's house, or a bar. Who has Barney's the store on their speed dial?",train
Rachel Green,His new girlfriend!,train
Monica Geller,What is that?,train
Chandler Bing,I think it's the dying cat parade.,train
Monica Geller,It sounds like it's coming from across the street.,train
Chandler Bing,Oh my God!,train
Monica Geller,What?,train
Chandler Bing,"Y'know that thing that Ross was gonna do at our wedding?! He was hanging out with me yesterday and he turned to me and said, ""You're half Scottish right?""",train
Monica Geller,Nooo!!,train
Chandler Bing,Yes!!,train
Monica Geller,"No, there is no way! It can not be Ross! Unbelievable! Why is your family Scottish?!",train
Chandler Bing,Why is your family Ross?!,train
Monica Geller,"He cannot play at our wedding! I mean everyone will leave! I mean come on, that is just noise! It's not even a song!",train
Chandler Bing,"If you listen very carefully, I think its Celebration by Cool and the Gang.",train
Rachel Green,Hi Pheebs!,train
Phoebe Buffay,Hi!,train
Rachel Green,How are ya?,train
Phoebe Buffay,Good.,train
Rachel Green,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",train
Phoebe Buffay,Yeah.,train
Rachel Green,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,train
Phoebe Buffay,Yeah!,train
Rachel Green,And do you remember going into my purse and stealing the phone?!,train
Phoebe Buffay,"Ooh, now you lost me.",train
Rachel Green,You stole the phone!,train
Phoebe Buffay,No I didn't!,train
Rachel Green,"No? So you're saying that if I called it, it wouldn't ring?",train
Phoebe Buffay,No.,train
Rachel Green,"Umm, okay. But while you dial, let me show you the features of my new ringing handbag. Oh, it does work!",train
Rachel Green,Phoebe!,train
Phoebe Buffay,That is a different phone.,train
Rachel Green,"Oh is it?! Uhh, hello? Yes hi, is Rachel there? Yes she is, just one moment please. It's for me!",train
Phoebe Buffay,That is damning evidence.,train
Rachel Green,Oh my God! I bet that's him. My digital fairy tale is about to begin. I wonder how I should be? Should I be uh Hello? Or should I be Hi! It's Rach... Would you stop doing that?!,train
Phoebe Buffay,"Hello? Yes, I'm the one who found your phone.",train
Rachel Green,Phoebe! You can't do th...,train
Phoebe Buffay,"Shhh! I'm on a call! Umm well yeah, you can pick it up tonight, say 8:30? At-at my apartment. It's umm, it's umm 5 Morton Street, Apartment 14, umm and then maybe y'know after we can grab a bite to eat or whatever. Okay, well okay I'll see you then. Bye.",train
Rachel Green,You do know that I will be here when he comes over.,train
Phoebe Buffay,Oh? And how will you know what time to come over?,train
Rachel Green,You just said it!,train
Phoebe Buffay,"Oh. Okay, well I-I was kinda hoping that I would just...be alone y'know to think about my mom and her suicide.",train
Rachel Green,Oh Phoebe!,train
Phoebe Buffay,What?! That's the first time today!,train
Rachel Green,Ohh!,train
Joey Tribbiani,So you like the nachos uh? Myself I'm partial to...,train
Joey Tribbiani,See you in 2003.,train
Joey Tribbiani,"I'm so sorry. Look, if it was up to me you would never leave the show.",train
Joey Tribbiani,No I mean it! I can't believe they would do this to you! And to your fans! I mean they are going to be devastated! Heart broken! They love you so much!,train
Joey Tribbiani,Joey.,train
Joey Tribbiani,"Uh yeah-ye-ye-ye-ye-ye-l-l-l-l-l-look the-the-the only reason that I, that I came up to you before was because well, I'm really nervous about-about being you. Y'know if you can help me capture the essence of the character. Y'know? Help me keep Jessica alive. Please?",train
Joey Tribbiani,Oh that's great! Oh thank you so much!,train
Joey Tribbiani,"Hey! Now, I've been watching some tapes, how's this? ""Jessica Lockhart will never step foot in this place again! Ever!!""",train
Joey Tribbiani,Yeah.,train
Joey Tribbiani,I can do an English accent?! That baby's going on my resume!,train
Chandler Bing,"Well, I feel like a snack!",train
Monica Geller,Do you want some shortbread? Eh that's Scottish like you are.,train
Chandler Bing,Oh no thanks. I don't like any thing from my Scottish heritage.,train
Ross Geller,What?!,train
Chandler Bing,"Well it's just my entire family was run out of Scotland by...Vikings. Anyway, lots of bad memories.",train
Ross Geller,"Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots.",train
Monica Geller,No! No-no they're not. They're still very angry! But y'know Chandler is also half-Swedish. You know what the Swedish people are famous for? Sitting down and being quiet.,train
Ross Geller,Well yeah-yeah the Scottish history is so much more...,train
Monica Geller,You can not play bagpipes at the wedding!!,train
Ross Geller,How did you know about that?!,train
Chandler Bing,We heard you play all the way from your apartment!,train
Ross Geller,Were you the ones called the cops?!,train
Chandler Bing,"That's not really important right now. What is important is; while we appreciate the gesture, we just don't feel bagpipes are appropriate for our wedding.",train
Ross Geller,Why not?,train
Chandler Bing,Because we hate them.,train
Ross Geller,Come on that's not fair! I mean you haven't even heard me play!,train
Chandler Bing,We have heard you play.,train
Ross Geller,"No, you've heard my practice. Okay? Just-just give me a chance to perform for you and then decide whatever you want. And I'm not going to tell you what song I'm gonna play either. But uh, let's just say when it's over I'll bet there will be a we bit o' celebration.",train
Joey Tribbiani,Okay! All right!,train
Joey Tribbiani,Okay. Okay.,train
Joey Tribbiani,"Oh well-Hey-hey! Maybe, maybe uh, maybe this is a good thing. Y'know? It'll-it'll give you a chance to shake things up, play different characters. You're so talented.",train
Joey Tribbiani,"Hey that's not true! Look at uh, look at Angela Lansb-Angelina Jolie!",train
Joey Tribbiani,Like-like what?,train
Joey Tribbiani,Wow!,train
Joey Tribbiani,"Oh hey come on, don't-don't-don't do this! Umm, look let-let me tell you something, okay? Now when I watch you do a scene, I'm thinking, ""Boy, she-she is a great actress!"" Uh but-but, I am also thinking, ""She is hot!""",train
Joey Tribbiani,You own the room. We should probably get-get uh...,train
Joey Tribbiani,"Yeah-yeah, I noticed that! Is that 'cause she's so passionate?",train
Joey Tribbiani,Yeah! Okay.,train
Rachel Green,Hey! Hey!,train
Phoebe Buffay,Whoa! Why do you get to answer the door?,train
Rachel Green,Well why shouldn't I?!,train
Phoebe Buffay,Because it's my apartment!,train
Rachel Green,"Well, then I get to give him the cell phone.",train
Phoebe Buffay,Okay. All right. Good luck explaining all the calls to China.,train
Phoebe Buffay,Wow! How long were we arguing for?,train
Rachel Green,You're not the man who left the cell phone.,train
Rachel Green,Is-is he coming?,train
Phoebe Buffay,"Could you-could you umm, give us one second?",train
Rachel Green,We'll be right back sir.,train
Phoebe Buffay,Wh-what do we do?,train
Rachel Green,I don't know!,train
Phoebe Buffay,Can you believe this? We were waiting for a hot guy and then an even hotter one shows up!,train
Rachel Green,I know! What?!,train
Phoebe Buffay,"Hmm, they just don't make 'em like that anymore!",train
Rachel Green,"No-no they do but, you just have to wait.",train
Phoebe Buffay,"Rachel, listen-I mean, if you let me have him then I will really owe you one.",train
Rachel Green,"All right. All right Phoebe I will let you have him, but you owe me; you owe me big!",train
Phoebe Buffay,Yeah! You're such a great friend!,train
Rachel Green,Ohh...,train
Phoebe Buffay,Oh that'd be me. Sir. After you.,train
Phoebe Buffay,Nice!,train
Joey Tribbiani,"Actually I rent the whole place and, I just got what you meant. Thank you.",train
Rachel Green,Hi.,train
Joey Tribbiani,Hey!,train
Rachel Green,"Oh my God! Oh my God!! Ohh, Jessica Lockhart!! In my apartment!! I am such a huge fan! I am such a huge fan!",train
Rachel Green,MONICA!!!! MONICA!!!!,train
Joey Tribbiani,"That uh, that is my roommate Rachel.",train
Joey Tribbiani,Sure. Yep.,train
Monica Geller,"Oh my God! It's true!! Oh my God you are so amazing! Oh my God, can I just ask you to do me oh, just one favor?",train
Monica Geller,Would you slap me? Would you slap me right here in the face?!,train
Rachel Green,"God. You seem really, really nice.",train
Joey Tribbiani,"Okay, bye-bye.",train
Rachel Green,I mean n-not-not fake at all like most famous people.,train
Joey Tribbiani,"All right, here we go.",train
Rachel Green,Okay.,train
Monica Geller,"Oh wait, just one more thing! One more minute! Umm, you're a stupid bitch.",train
Rachel Green,You are so beautiful.,train
Monica Geller,Nice to meet you! My God you're great!,train
Joey Tribbiani,Thanks for stopping by. See ya! I-I am so sorry. I...,train
Joey Tribbiani,Oh my God!,train
Joey Tribbiani,They sent me today's script! They never send the script!,train
Joey Tribbiani,"Well no, I'm just in a coma. This must mean I have lines! Oh...",train
Joey Tribbiani,"Ew, you get thrown from a horse into an electric fence.",train
Joey Tribbiani,"Yeah well, I'm guessing after this she's not going to be crazy about electricity either.",train
Ross Geller,...now remember you have to imagine me in a kilt.,train
Rachel Green,I can imagine you in a short plaid skirt and knee socks.,train
Ross Geller,Do you wanna start telling secrets?,train
Rachel Green,No!,train
Ross Geller,"Now umm, remember I'm still learning.",train
Ross Geller,"One, two, three, four!",train
Ross Geller,You know the song! Sing along!,train
Ross Geller,So?,train
Joey Tribbiani,I don't think so.,train
Joey Tribbiani,Oh noo...,train
Joey Tribbiani,Thanks!,train
Joey Tribbiani,Great! Hey! All right! Well-well what is it?!,train
Joey Tribbiani,The airport?,train
Joey Tribbiani,"Ohh. Wow! Well how-how, how will you be gone?",train
Joey Tribbiani,That's a really long time.,train
Joey Tribbiani,"Well I tell ya, I should probably buy a place in the city first. And I just got what you meant again-That is-I tell ya, that is a tricky one!",train
Joey Tribbiani,Good luck.,train
Ross Geller,You know the song! Sing along!,train
Phoebe Buffay,Eeee!!! Eee!! Eee!!,train
Ross Geller,Hi.,train
Rachel Green,Hi! Hi Ben!,train
Ross Geller,"Hi, we have a little bathroom emergency.",train
Rachel Green,"Oh, yeah go ahead.",train
Ross Geller,"Uh, before we do uh, are any of Joey's special romance magazines in there?",train
Rachel Green,No. No.,train
Ross Geller,Okay! All clear!,train
Rachel Green,"Ben, its Rachel! But whatever.",train
Ross Geller,Everything okay in there?,train
Rachel Green,"Awww, just like his daddy.",train
Ross Geller,Hey listen can you do me a big favor? The dean's office just called and said there was an urgent meeting. Can you watch Ben for like an hour?,train
Rachel Green,What-what about Monica?,train
Ross Geller,"Oh, she isn't home.",train
Rachel Green,"So it would just be, me alone?",train
Ross Geller,"Well, Ben would be there.",train
Rachel Green,Huh umm...,train
Ross Geller,What's the matter?,train
Rachel Green,"Well that-y'know it's just uh, I've never done that before. Me and him alone.",train
Ross Geller,"Rach, he's not an ex-con.",train
Rachel Green,"Okay. Okay. Okay. Uh, what do I, what do I do with him?",train
Ross Geller,I don't know! Just-just talk to him-entertain him and keep him alive.,train
Rachel Green,Okay.,train
Ross Geller,"Okay. Ben? Come here. All right, I'm gonna leave you here with Aunt Rachel for about an hour. Okay? Are you gonna be okay?",train
Rachel Green,Yeah I think so.,train
Ross Geller,I wasn't talking to you.,train
Ross Geller,"Okay, I'll see you soon buddy. Be back in an hour.",train
Rachel Green,"Bye. Ahhh... So this is fun, huh?",train
Rachel Green,"Okay. Uh, want something-want something to drink?",train
Rachel Green,Uh great! How do you feel about Diet Coke?,train
Rachel Green,Okay. Well that's pretty much all that we have-Oh! Oh! Have you ever had a virgin margarita?,train
Rachel Green,Water it is.,train
